tokens,labels
"['Muzaffarnagar: O', 'In O', 'a O', 'heart-wrenching O', 'incident, B-ACCIDENTS', 'a O', 'woman, O', 'her O', 'two O', 'children O', 'and O', 'a O', 'motorcycle O', 'rider O', 'came O', 'under O', 'the O', 'wheels O', 'of O', 'a O', 'speeding O', 'vehicle O', 'near O', 'Meerapur O', 'police O', 'outpost O', 'in O', 'Muzaffarnagar. O']","['O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['“The O', 'speeding O', 'truck O', 'jumped O', 'the O', 'road O', 'divider O', 'and O', 'had O', 'a O', 'head-on O', 'collision B-VEHICULAR_COLLISION', 'with O', 'the O', 'car. O', 'The O', 'SUV, O', 'which O', 'was O', 'moving O', 'on O', 'the O', 'car’s O', 'right, O', 'also O', 'crashed B-VEHICULAR_COLLISION', 'into O', 'the O', 'truck. O', 'The O', 'back O', 'of O', 'the O', 'truck O', 'got O', 'stuck O', 'in O', 'the O', 'road O', 'divider. O', 'It O', 'seems O', 'like O', 'the O', 'driver O', 'had O', 'dozed O', 'off,” O', 'DCP O', 'Kumar O', 'said. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['At O', 'least O', 'four O', 'people O', 'were O', 'killed O', 'in O', 'a O', 'plane B-AVIATION_HAZARD', 'crash I-AVIATION_HAZARD', 'off O', 'Ivory O', 'Coast O', 'near O', 'Abidjan O', 'today, O', 'security O', 'sources O', 'said. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AVIATION_HAZARD', 'I-AVIATION_HAZARD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'accident B-VEHICULAR_COLLISION', 'occurred O', 'near O', 'Kaparda O', 'village O', 'on O', 'a O', 'highway O', 'in O', 'Jodhpur O', 'when O', 'the O', 'victims O', 'were O', 'on O', 'their O', 'way O', 'towards O', 'Ajmer O', 'from O', 'Jaisalmer O', 'in O', 'a O', 'SUV O', '(Special O', 'Utility O', 'Vehicle). O', '“Their O', 'vehicle O', 'rammed B-VEHICULAR_COLLISION', 'a O', 'stationary O', 'truck O', 'which O', 'left O', 'Harish, O', 'Ravindra, O', 'Bhikhe O', 'Khan O', 'and O', 'Latif O', 'Khan O', 'dead. O', 'Five O', 'others O', 'were O', 'injured O', 'in O', 'the O', 'accident,” B-VEHICULAR_COLLISION', 'Sitaram O', 'Khoja, O', 'SHO O', 'of O', 'Bilara O', 'police O', 'station O', 'said. O', 'Their O', 'family O', 'members O', 'have O', 'arrived. O', 'Primary O', 'investigation O', 'reveals O', 'that O', 'Harish, O', 'along O', 'with O', 'his O', 'team O', 'of O', 'folk O', 'artists, O', 'was O', 'travelling O', 'in O', 'connection O', 'with O', 'an O', 'event, O', 'the O', 'SHO O', 'added. O', 'Chief O', 'minister O', 'Ashok O', 'Gehlot O', 'has O', 'condoled O', 'the O', 'deaths O', 'of O', 'the O', 'artists. O']","['O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Three O', 'similar O', 'incidents B-FIRE', 'were O', 'reported O', 'in O', 'the O', 'city O', 'in O', 'last O', 'week. O', 'Five O', 'two-wheelers O', 'were O', 'gutted, O', 'while O', 'six O', 'others O', 'were O', 'damaged O', 'in O', 'an O', 'early O', 'morning O', 'blaze B-FIRE', 'at O', 'Rajmayur O', 'Society’s O', 'parking O', 'lot O', 'in O', 'Erandwane, O', 'off O', 'Karve O', 'Road, O', 'March O', '25. O', 'The O', 'blaze B-FIRE', 'also O', 'damaged O', 'a O', 'flat O', 'on O', 'the O', 'first O', 'floor. O', 'In O', 'a O', 'similar O', 'incident, B-FIRE', 'three O', 'bikes O', 'in O', 'a O', 'residential O', 'society O', 'in O', 'Hadapsar O', 'were O', 'gutted O', 'on O', 'March O', '23. O', 'Four O', 'vehicles O', 'in O', 'the O', 'parking O', 'lot O', 'of O', 'a O', 'building O', 'in O', 'DSK O', 'Vishwa O', 'in O', 'Wadgaon O', 'Dhayari O', 'caught O', 'fire B-FIRE', 'in O', 'the O', 'wee O', 'hours O', 'of O', 'March O', '22. O']","['O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Five O', 'fire O', 'tenders O', 't', 'O', 'about O', 'three O', 'hours O', 'to O', 'douse O', 'the O', 'fire. B-FIRE', 'No O', 'one O', 'was O', 'injured O', 'in O', 'the O', 'accident. B-FIRE']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE']"
"['CHENNAI: O', 'A O', '28-year-old O', 'software O', 'engineer O', 'died O', 'at O', 'Otteri O', 'here O', 'on O', 'Saturday O', 'after O', 'falling B-ACCIDENTS', 'off I-ACCIDENTS', 'his O', 'two-wheeler O', 'and O', 'coming O', 'under O', 'the O', 'wheels O', 'of O', 'an O', 'MTC O', 'bus. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'I-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Three-vehicle O', 'mishap B-VEHICULAR_COLLISION', 'on O', 'Expressway, O', 'five O', 'hurt O']","['O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O']"
"['Moscow: O', 'Two O', 'ships O', 'carrying O', 'Indian, O', 'Turkish O', 'and O', 'Libyan O', 'crew O', 'members O', 'have O', 'caught O', 'fire B-FIRE', 'in O', 'the O', 'Kerch O', 'Strait O', 'separating O', 'Crimea O', 'from O', 'Russia, O', 'killing O', 'at O', 'least O', '14 O', 'persons, O', 'media O', 'reports O', 'said O', 'on O', 'Tuesday. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Necessary O', 'investigations O', 'are O', 'being O', 'carried O', 'out O', 'on O', 'the O', 'incident B-ACCIDENTS', 'by O', 'the O', 'concerned O', 'authorities O', 'to O', 'determine O', 'the O', 'cause O', 'of O', 'death. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Prime O', 'Minister O', 'Narendra O', 'Modi O', 'condoled O', 'the O', 'incident. B-FIRE']","['O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE']"
"['In O', 'the O', 'first O', 'accident, B-ACCIDENTS', 'a O', '32-year-old O', 'pilgrim, O', 'identified O', 'as O', 'Billo O', 'Singh O', 'Somwanti, O', 'was O', 'mowed B-ACCIDENTS', 'down I-ACCIDENTS', 'by O', 'a O', 'speeding O', 'car O', 'on O', 'Pilibhit-Basti O', 'national O', 'highway O', '730 O', 'near O', 'Kahmaria O', 'village O', 'under O', 'Puranpur O', 'Kotwali O', 'police O', 'station O', 'on O', 'Wednesday O', 'night. O']","['O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'I-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['“The O', 'deceased O', 'who O', 'had O', 'a O', 'courier O', 'agency O', 'said O', 'in O', 'the O', 'suicide B-CRIME', 'note O', 'that O', 'one O', 'Ravi O', 'Gupta O', 'was O', 'threatening O', 'him O', 'with O', 'dire O', 'consequences. O', 'Similarly, O', 'Har O', 'Swaroop O', 'was O', 'also O', 'exerting O', 'pressure O', 'on O', 'him O', 'to O', 'give O', 'him O', 'more O', 'than O', 'Rs O', 'one O', 'lakh”, O', 'he O', 'added. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CRIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['According O', 'to O', 'witnesses, O', 'there O', 'must O', 'have O', 'been O', 'around O', '50 O', 'students O', 'in O', 'the O', 'Takshashila O', 'Arcade O', 'building O', 'when O', 'it O', 'caught O', 'fire. B-FIRE', 'Graphic O', 'videos O', 'on O', 'social O', 'media O', 'showed O', 'more O', 'than O', '10 O', 'panic-stricken O', 'students O', 'from O', 'the O', 'third O', 'and O', 'fourth O', 'storey O', 'jumping O', 'off O', 'to O', 'escape O', 'the O', 'blaze B-FIRE', 'and O', 'the O', 'billowing O', 'smoke. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O']"
"['Woman O', 'grievously O', 'hurt O', 'in O', 'gas B-ACCIDENTS', 'cylinder I-ACCIDENTS', 'blast I-ACCIDENTS', 'in O', 'UP O']","['O', 'O', 'O', 'O', 'B-ACCIDENTS', 'I-ACCIDENTS', 'I-ACCIDENTS', 'O', 'O']"
"['4 O', 'students O', 'injured O', 'as O', 'school B-TRANSPORT_HAZARDS', 'bus I-TRANSPORT_HAZARDS', 'rams I-TRANSPORT_HAZARDS', 'into O', 'tree, O', 'driver O', 'booked O']","['O', 'O', 'O', 'O', 'B-TRANSPORT_HAZARDS', 'I-TRANSPORT_HAZARDS', 'I-TRANSPORT_HAZARDS', 'O', 'O', 'O', 'O']"
"['The O', 'speeding O', 'car O', 'hit B-VEHICULAR_COLLISION', 'a O', 'lorry O', 'coming O', 'in O', 'the O', 'opposite O', 'direction. O']","['O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'motorists O', 'reached O', 'the O', 'Sothupakkam O', 'signal O', 'at O', '6am O', 'and O', 'were O', 'awaiting O', 'for O', 'the O', 'signal O', 'to O', 'turn O', 'green O', 'when O', 'the O', 'driver O', 'of O', 'the O', 'lorry O', 'carrying O', 'gravel O', 'from O', 'Ponneri O', 'lost O', 'control O', 'and O', 'knocked B-TRANSPORT_HAZARDS', 'the O', 'bikes O', 'before O', 'ramming B-TRANSPORT_HAZARDS', 'another O', 'lorry O', 'waiting O', 'at O', 'the O', 'signal. O', 'Those O', 'waiting O', 'for O', 'bus O', 'ran O', 'for O', 'safety O', 'seeing O', 'the O', 'tipper O', 'lorry. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRANSPORT_HAZARDS', 'O', 'O', 'O', 'B-TRANSPORT_HAZARDS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'blast B-NORMAL_BOMBING', 'ripped O', 'through O', 'the O', 'building O', 'on O', 'Sunday O', 'night, O', 'destroying O', 'a O', 'shop O', 'on O', 'the O', 'ground O', 'floor O', 'and O', 'a O', 'two-storey O', 'apartment O', 'above O', 'it. O', 'There O', 'was O', 'no O', 'immediate O', 'indication O', 'that O', 'the O', 'explosion B-NORMAL_BOMBING', 'was O', 'linked O', 'to O', 'terrorism, O', 'police O', 'said. O']","['O', 'B-NORMAL_BOMBING', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORMAL_BOMBING', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'tobacco O', 'factory O', 'is O', 'spread O', 'over O', '15 O', 'acres O', 'and O', 'has O', 'six O', 'godowns. O', 'The O', 'fire B-FIRE', 'broke I-FIRE', 'out I-FIRE', 'in O', 'the O', 'second O', 'godown. O', '“The O', 'godown O', 'had O', 'bales O', 'of O', 'threshed O', 'tobacco, O', 'which O', 'is O', 'very O', 'dry O', 'in O', 'nature. O', 'As O', 'the O', 'fire B-FIRE', 'broke I-FIRE', 'out, I-FIRE', 'it O', 'spread O', 'quickly O', 'due O', 'to O', 'the O', 'high O', 'temperature. O', 'The O', 'thick O', 'plumes O', 'of O', 'smoke O', 'and O', 'the O', 'burning O', 'smell O', 'made O', 'the O', 'task O', 'of O', 'containing O', 'the O', 'fire O', 'difficult,” O', 'said O', 'Mr. O', 'Reddy. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'I-FIRE', 'I-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'I-FIRE', 'I-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['26-year-old O', 'found O', 'dead O', 'next B-ACCIDENTS', 'to I-ACCIDENTS', 'his I-ACCIDENTS', 'bike I-ACCIDENTS', 'in O', 'Mumbai O', 'suburb O']","['O', 'O', 'O', 'B-ACCIDENTS', 'I-ACCIDENTS', 'I-ACCIDENTS', 'I-ACCIDENTS', 'O', 'O', 'O']"
"['The O', 'accident B-ACCIDENTS', 'happened O', 'just O', 'after O', 'noon O', 'Saturday O', 'off O', 'Sado O', 'Island, O', 'Kyodo O', 'News O', 'agency O', 'reported, O', 'citing O', ""Japan's O"", 'coast O', 'guard. O']","['O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['KANNUR: O', 'Two O', 'youths O', 'were O', 'killed O', 'and O', 'five O', 'others O', 'injured O', 'when O', 'two O', 'cars B-VEHICULAR_COLLISION', 'collided I-VEHICULAR_COLLISION', 'head O', 'on O', 'near O', 'Elayavoor O', 'in O', 'the O', 'outskirts O', 'of O', 'Kannur O', 'town O', 'in O', 'the O', 'early O', 'hours O', 'of O', 'Sunday. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'I-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['92-year-old O', 'killed O', 'after O', 'hit B-TRANSPORT_HAZARDS', 'by O', 'bike O']","['O', 'O', 'O', 'B-TRANSPORT_HAZARDS', 'O', 'O']"
"['The O', 'Avinashi O', 'police O', 'have O', 'registered O', 'a O', 'case O', 'and O', 'further O', 'investigation O', 'is O', 'on. O', 'Police O', 'suspect O', 'speeding O', 'to O', 'be O', 'the O', 'reason O', 'behind O', 'the O', 'accident. B-TRANSPORT_HAZARDS']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRANSPORT_HAZARDS']"
"['Naxals O', 'stormed O', 'into O', ""Podiyam's O"", 'house O', 'at O', 'Gatam, O', 'around O', '400 O', 'km O', 'from O', 'here, O', 'last O', 'night, O', 'and O', 'shot B-SHOOT_OUT', 'him O', 'in O', 'front O', 'of O', 'his O', 'wife, O', 'the O', 'official O', 'said. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SHOOT_OUT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A O', 'senior O', 'MC O', 'official O', 'said O', 'that O', 'a O', 'report O', 'on O', 'the O', 'incident B-FIRE', 'has O', 'been O', 'sought O', 'from O', 'concerned O', 'officials O', 'and O', 'the O', 'action O', 'will O', 'be O', 'taken O', 'once O', 'the O', 'report O', 'has O', 'been O', 'submitted. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Earlier, O', 'three O', 'JeM O', 'militants, O', 'Hilal O', 'Ahmad, O', 'a O', 'local, O', 'and O', 'Kamran O', 'alias O', 'Fahad O', 'and O', 'Rashid O', 'alias O', 'Gazi O', 'alias O', 'Lukaman, O', 'both O', 'from O', 'Pakistan, O', 'were O', 'killed O', '“within O', '100 O', 'hours O', 'of O', 'the O', 'attack B-SUICIDE_ATTACK', 'on O', 'February O', '19”. O', 'The O', 'Army O', 'had O', 'said O', 'they O', 'were O', 'involved O', 'in O', 'the O', 'Pulwama O', 'attack O', 'too. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SUICIDE_ATTACK', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['His O', 'father, O', 'Bhola O', 'Singh, O', 'who O', 'was O', 'riding O', 'pillion O', 'on O', 'the O', 'motorcycle, O', 'said O', 'they O', 'were O', 'headed O', 'to O', 'the O', 'market O', 'in O', 'Maloya O', 'village. O', 'As O', 'they O', 'reached O', 'near O', 'Shiv O', 'mandir, O', 'an O', 'auto-rickshaw O', 'hit B-ACCIDENTS', 'their O', 'vehicle, O', 'throwing O', 'them O', 'on O', 'the O', 'road. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Security O', 'forces O', 'also O', 'killed O', 'three O', 'suspected O', 'Jaish-e-Mohammad O', 'militants O', 'during O', 'the O', 'gun B-SHOOT_OUT', 'battle. I-SHOOT_OUT', 'A O', 'top O', 'commander O', 'of O', 'the O', 'terror O', 'outfit O', 'who O', 'is O', 'believed O', 'to O', 'have O', 'played O', 'a O', 'crucial O', 'role O', 'in O', 'the O', 'attack O', 'on O', 'CRPF O', 'convoy O', 'was O', 'also O', 'gunned O', 'down. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SHOOT_OUT', 'I-SHOOT_OUT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['20 O', 'Dead O', 'In O', 'Surat O', 'Coaching O', 'Centre O', 'Fire, B-FIRE', 'Students O', 'Jumped O', 'Off O', 'Building O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O']"
"['Nine O', 'people O', 'were O', 'killed O', 'and O', 'two O', 'others O', 'were O', 'injured O', 'in O', 'Wednesday’s O', 'incident, B-INDUSTRIAL_ACCIDENT', 'it O', 'quoted O', 'local O', 'authorities O', 'as O', 'saying. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-INDUSTRIAL_ACCIDENT', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Two O', 'killed O', 'as O', 'car O', 'falls B-TRANSPORT_HAZARDS', 'into I-TRANSPORT_HAZARDS', 'ditch O']","['O', 'O', 'O', 'O', 'B-TRANSPORT_HAZARDS', 'I-TRANSPORT_HAZARDS', 'O']"
"['According O', 'to O', 'the O', 'police, O', 'the O', 'auto O', 'driver, O', 'who O', 'was O', 'allegedly O', 'speeding, O', 'lost O', 'control O', 'of O', 'the O', 'vehicle O', 'while O', 'trying O', 'to O', 'simultaneously O', 'clean O', 'the O', 'windshield O', 'while O', 'driving. O', 'He O', 'fled O', 'the O', 'spot O', 'following O', 'the O', 'incident B-ACCIDENTS', 'but O', 'was O', 'tracked O', 'down O', 'and O', 'arrested. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O']"
"['More O', 'than O', '35 O', 'passengers O', 'had O', 'a O', 'narrow O', 'escape O', 'when O', 'a O', 'private O', 'bus O', 'travelling O', 'to O', 'Chennai O', 'from O', 'Bangalore O', 'caught O', 'fire B-FIRE', 'during O', 'the O', 'early O', 'hours O', 'of O', 'Thursday. O', 'Identified O', 'as O', 'a O', 'sleeper O', 'bus O', 'owned O', 'by O', 'Sharma O', 'Travels, O', 'the O', 'fire B-FIRE', 'broke I-FIRE', 'out I-FIRE', 'from O', 'the O', 'engine, O', 'which O', 'was O', 'pointed O', 'out O', 'by O', 'drivers O', 'of O', 'other O', 'vehicles O', 'plying O', 'on O', 'the O', 'same O', 'road. O', 'The O', 'mishap B-FIRE', 'was O', 'avoided O', 'after O', 'the O', 'driver O', 'stopped O', 'the O', 'bus O', 'immediately O', 'and O', 'evacuated O', 'all O', 'passengers. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'I-FIRE', 'I-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Three O', 'persons O', 'were O', 'killed O', 'in O', 'Uttar O', 'Pradesh O', 'when O', 'their O', 'car O', 'ploughed B-VEHICULAR_COLLISION', 'into O', 'a O', 'mini-truck O', 'on O', 'the O', 'Delhi-Lucknow O', 'National O', 'Highway O', 'enveloped O', 'by O', 'a O', 'thick O', 'blanket O', 'of O', 'fog, O', 'police O', 'said. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['“Fire O', 'brigade O', 'dept O', 'have O', 'rescued O', 'two O', 'people O', 'from O', 'the O', 'fire,” B-FIRE', 'said O', 'DCP O', 'Manoj O', 'Sharma. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O']"
"['A O', '24-year-old O', 'electrician O', 'was O', 'killed O', 'on O', 'the O', 'Signature O', 'Bridge O', 'early O', 'Thursday O', 'morning, O', 'while O', 'he O', 'was O', 'riding O', 'his O', 'bike O', 'home O', 'in O', 'northeast O', 'Delhi’s O', 'Sonia O', 'Vihar. O', 'His O', 'family O', 'members O', 'alleged O', 'that O', 'a O', 'thick O', 'metal O', 'wire O', 'attached O', 'to O', 'a O', 'winch O', 'and O', 'the O', 'bridge, O', 'which O', 'allegedly O', 'broke O', 'off O', 'during O', 'Wednesday’s O', 'dust O', 'storm, O', 'pierced O', 'his O', 'chest O', 'after O', 'hitting B-ACCIDENTS', 'his O', 'head O', 'and O', 'face. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O']"
"['The O', 'drivers O', 'of O', 'both O', 'vehicles O', 'died O', 'in O', 'the O', 'mishap. B-VEHICULAR_COLLISION', 'The O', 'injured O', 'were O', 'initially O', 'taken O', 'to O', 'Chandrakona O', 'Hospital O', 'from O', 'where O', '15 O', 'people O', 'were O', 'referred O', 'to O', 'Midnapore O', 'Medical O', 'College O', 'and O', 'Hospital. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
